实际电压(V),容量(Ah),能量(Wh)
3.2384,119.3895,389.6608
3.2384,119.2602,389.2421
3.239,119.1739,388.9628
3.2387,119.0446,388.544
3.2383,118.9587,388.2659
3.2389,118.8291,387.8462
3.2389,118.7428,387.567
3.2391,118.613,387.1467
3.2392,118.5269,386.8676
3.2389,118.3975,386.4487
3.2388,118.3113,386.1697
3.2392,118.182,385.7509
3.2389,118.0957,385.4713
3.2392,117.9664,385.0526
3.2393,117.8803,384.7737
3.2391,117.7509,384.3548
3.2394,117.6648,384.0758
3.2396,117.5355,383.6569
3.2393,117.449,383.3769
3.2392,117.32,382.959
3.2393,117.19,382.538
3.2395,117.1045,382.2609
3.2396,116.9752,381.8421
3.2394,116.889,381.5628
3.2395,116.7597,381.1442
3.2401,116.6735,380.8648
3.2401,116.5442,380.4462
3.2399,116.458,380.167
3.2397,116.3288,379.7483
3.2397,116.2425,379.4689
3.2401,116.1133,379.0503
3.24,116.0271,378.7711
3.2404,115.8978,378.3522
3.2404,115.8117,378.0731
3.2401,115.6824,377.6543
3.2404,115.5962,377.3751
3.2405,115.4669,376.9562
3.2403,115.3808,376.6771
3.2406,115.2516,376.2583
3.2406,115.1653,375.979
3.2408,115.0362,375.5605
3.2406,114.9069,375.1417
3.2409,114.8207,374.8622
3.241,114.6908,374.4413
3.2408,114.6053,374.1643
3.241,114.476,373.7455
3.241,114.3899,373.4663
3.2408,114.2607,373.0477
3.2413,114.1742,372.7675
3.2411,114.0453,372.3495
3.2413,113.9591,372.0703
3.2413,113.8292,371.6492
3.2413,113.7438,371.3724
3.2413,113.6146,370.9537
3.2413,113.5284,370.6743
3.2418,113.3992,370.2556
3.2415,113.313,369.9763
3.242,113.1839,369.5576
3.2416,113.0977,369.2783
3.2417,112.9685,368.8596
3.2419,112.8824,368.5806
3.2418,112.7532,368.1617
3.2423,112.6671,367.8825
3.2422,112.5376,367.4629
3.2424,112.4086,367.0447
3.2422,112.3225,366.7658
3.2427,112.1934,366.347
3.2425,112.1072,366.0676
3.2424,111.9778,365.6483
3.2424,111.8919,365.3698
3.2427,111.7627,364.951
3.2425,111.6766,364.6718
3.2425,111.5475,364.253
3.2425,111.4613,363.9737
3.2429,111.3321,363.5549
3.2426,111.2458,363.275
3.2429,111.1169,362.8571
3.2428,111.0308,362.5778
3.2431,110.9017,362.1593
3.2434,110.8155,361.8798
3.2431,110.6864,361.4612
3.2435,110.6003,361.182
3.2435,110.4709,360.7625
3.2431,110.385,360.4837
3.2432,110.2559,360.065
3.2434,110.1268,359.6464
3.2441,110.0407,359.3672
3.2436,109.9115,358.9484
3.2435,109.8254,358.6692
3.2435,109.6963,358.2503
3.2438,109.61,357.9704
3.2441,109.4809,357.5516
3.2438,109.395,357.2733
3.2438,109.2659,356.8543
3.2438,109.1798,356.5751
3.2441,109.0507,356.1565
3.2439,108.9646,355.8771
3.2443,108.8355,355.4584
3.2444,108.7494,355.1791
3.2445,108.6204,354.7604
3.2443,108.5343,354.4812
3.2446,108.4052,354.0624
3.2443,108.3191,353.7832
3.2447,108.189,353.3609
3.245,108.1039,353.085
3.2446,107.9749,352.6665
3.2448,107.8888,352.3873
3.2446,107.7597,351.9685
3.245,107.6306,351.5496
3.2452,107.5442,351.2691
3.245,107.4151,350.8502
3.2452,107.329,350.5711
3.2454,107.2,350.1523
3.2455,107.1139,349.8731
3.2452,106.9849,349.4543
3.2454,106.8988,349.1749
3.2452,106.7697,348.7561
3.2454,106.6837,348.4771
3.2456,106.5546,348.0581
3.2456,106.4686,347.779
3.2456,106.3395,347.3602
3.2455,106.2535,347.0811
3.2458,106.1245,346.6624
3.246,106.0383,346.3825
3.2459,105.9094,345.9643
3.246,105.8234,345.6853
3.2461,105.6943,345.2663
3.2461,105.6083,344.9871
3.2462,105.4793,344.5684
3.2461,105.3503,344.1496
3.2462,105.2643,343.8704
3.2462,105.1352,343.4516
3.2462,105.0492,343.1724
3.2464,104.9199,342.7527
3.2467,104.8342,342.4744
3.2466,104.7052,342.0556
3.2466,104.6191,341.7763
3.2468,104.4901,341.3575
3.2467,104.4042,341.0785
3.2468,104.2752,340.6597
3.2471,104.1891,340.3804
3.2469,104.0599,339.9608
3.2469,103.9742,339.6825
3.2471,103.8452,339.2638
3.247,103.7591,338.9843
3.2469,103.6302,338.5658
3.2471,103.5442,338.2864
3.2473,103.4152,337.8676
3.2472,103.3292,337.5886
3.2473,103.2002,337.1696
3.2474,103.0712,336.7507
3.2474,102.9853,336.4716
3.2478,102.8563,336.0529
3.2476,102.7703,335.7737
3.2476,102.6413,335.3549
3.2478,102.5554,335.0757
3.2479,102.4264,334.657
3.248,102.3404,334.3777
3.2479,102.2115,333.959
3.248,102.1255,333.6797
3.2481,101.9966,333.2611
3.2483,101.9105,332.9816
3.2482,101.7816,332.563
3.2482,101.6957,332.2838
3.2483,101.5667,331.8649
3.2485,101.4807,331.5857
3.2485,101.3518,331.1668
3.2485,101.2658,330.8876
3.2485,101.1369,330.4689
3.2485,101.0509,330.1898
3.2486,100.922,329.7708
3.2486,100.8361,329.4918
3.2485,100.7071,329.0729
3.249,100.5782,328.6543
3.249,100.4923,328.3751
3.249,100.3633,327.9563
3.249,100.2774,327.6771
3.2489,100.1485,327.2583
3.2489,100.0625,326.9791
3.2491,99.93362,326.5602
3.2491,99.84764,326.2809
3.2492,99.71882,325.8623
3.2494,99.6328,325.5829
3.2496,99.50394,325.1642
3.2495,99.41795,324.8848
3.2497,99.2891,324.4662
3.2496,99.20316,324.187
3.2495,99.07427,323.7682
3.2496,98.98834,323.489
3.2497,98.85829,323.0665
3.25,98.77353,322.7911
3.25,98.6446,322.3722
3.2499,98.55872,322.0931
3.2499,98.42984,321.6744
3.2499,98.30096,321.2556
3.25,98.21504,320.9764
3.2501,98.08608,320.5573
3.2502,98.00016,320.2781
3.2503,97.87138,319.8596
3.2501,97.78568,319.581
3.2504,97.65656,319.1614
3.2505,97.57069,318.8823
3.2504,97.44183,318.4635
3.2505,97.35592,318.1843
3.2508,97.22697,317.7652
3.2508,97.14111,317.4862
3.2508,97.01234,317.0677
3.2509,96.9264,316.7884
3.2509,96.79772,316.3702
3.2509,96.71161,316.0903
3.2509,96.58276,315.6715
3.2509,96.49686,315.3923
3.2509,96.36807,314.9737
3.2512,96.28217,314.6945
3.2509,96.15329,314.2755
3.2513,96.02445,313.8567
3.2513,95.93857,313.5775
3.2511,95.80978,313.1588
3.2511,95.72393,312.8797
3.2516,95.59506,312.4607
3.2512,95.50918,312.1815
3.2513,95.38036,311.7627
3.2515,95.29452,311.4836
3.2516,95.16587,311.0654
3.2517,95.07977,310.7855
3.2518,94.95091,310.3666
3.2517,94.86504,310.0874
3.2517,94.73627,309.6688
3.2517,94.65044,309.3897
3.252,94.52155,308.9707
3.252,94.43572,308.6917
3.252,94.30692,308.2729
3.2522,94.22105,307.9937
3.252,94.09225,307.5749
3.2521,94.00638,307.2957
3.2522,93.87758,306.8769
3.252,93.79167,306.5975
3.2524,93.66293,306.1789
3.2522,93.53413,305.76
3.2522,93.44828,305.4808
3.2525,93.31944,305.0619
3.2526,93.23364,304.7828
3.2523,93.10485,304.364
3.2526,93.019,304.0848
3.253,92.89021,303.666
3.2526,92.80462,303.3876
3.2528,92.67559,302.968
3.2526,92.58974,302.6888
3.2527,92.46088,302.2698
3.2527,92.37512,301.9909
3.253,92.24571,301.57
3.2529,92.16051,301.293
3.253,92.03174,300.8742
3.2531,91.9459,300.595
3.253,91.81714,300.1762
3.253,91.7313,299.8971
3.2532,91.60246,299.478
3.2532,91.5167,299.199
3.2531,91.38795,298.7802
3.2532,91.2592,298.3614
3.2532,91.17336,298.0822
3.2533,91.04457,297.6632
3.2534,90.95874,297.384
3.2534,90.83004,296.9653
3.2532,90.74417,296.686
3.2534,90.61547,296.2673
3.2536,90.52853,295.9845
3.2534,90.40091,295.5693
3.2536,90.31509,295.2902
3.2537,90.18635,294.8714
3.2536,90.10053,294.5922
3.2538,89.9718,294.1734
3.2537,89.88598,293.8943
3.2538,89.75721,293.4753
3.2539,89.67139,293.1962
3.2539,89.54266,292.7774
3.2541,89.45693,292.4985
3.2541,89.32813,292.0793
3.2539,89.24236,291.8003
3.2541,89.1136,291.3813
3.254,88.98492,290.9626
3.2543,88.89912,290.6834
3.2543,88.77041,290.2646
3.2543,88.68456,289.9852
3.2545,88.55589,289.5666
3.2543,88.47004,289.2872
3.2543,88.34138,288.8685
3.2544,88.25404,288.5843
3.2546,88.12602,288.1678
3.2545,88.04018,287.8884
3.2546,87.91148,287.4696
3.2546,87.82572,287.1906
3.2546,87.69702,286.7718
3.2548,87.61123,286.4926
3.2548,87.48254,286.0739
3.255,87.39679,285.7948
3.2548,87.26784,285.3752
3.2548,87.18222,285.0966
3.2549,87.05357,284.678
3.2549,86.96783,284.399
3.2553,86.83906,283.9799
3.2549,86.75306,283.7
3.255,86.6246,283.2818
3.2551,86.49596,282.8632
3.2551,86.41017,282.5839
3.2551,86.28149,282.1651
3.2552,86.19572,281.8859
3.2551,86.06705,281.467
3.2555,85.98126,281.1878
3.2554,85.85259,280.769
3.2553,85.76613,280.4876
3.2554,85.63747,280.0688
3.2557,85.5519,279.7903
3.2555,85.42303,279.3708
3.2554,85.33751,279.0924
3.2556,85.20885,278.6736
3.2555,85.12308,278.3944
3.2555,84.99438,277.9755
3.2557,84.90861,277.6964
3.2557,84.78,277.2777
3.2558,84.69423,276.9985
3.256,84.56558,276.5798
3.256,84.47981,276.3006
3.2557,84.35117,275.8818
3.2559,84.22252,275.4631
3.256,84.13646,275.1829
3.2559,84.00812,274.7651
3.256,83.92236,274.4859
3.2562,83.79372,274.0671
3.2561,83.70795,273.7879
3.2563,83.57928,273.3689
3.2562,83.49352,273.0897
3.2562,83.36493,272.671
3.2565,83.27918,272.3918
3.256,83.15051,271.9728
3.2562,83.06239,271.6859
3.2564,82.93552,271.2729
3.2564,82.85042,270.9957
3.2565,82.72179,270.5769
3.2564,82.63604,270.2977
3.2567,82.50742,269.8789
3.2565,82.42167,269.5997
3.2567,82.29309,269.1811
3.2566,82.20731,268.9018
3.2566,82.07848,268.4823
3.257,81.99295,268.2038
3.2567,81.86317,267.7813
3.2567,81.73573,267.3663
3.2569,81.64999,267.0871
3.2568,81.52138,266.6684
3.2569,81.43564,266.3892
3.257,81.30703,265.9704
3.2569,81.22134,265.6914
3.257,81.09264,265.2723
3.2572,81.00691,264.9931
3.2571,80.87835,264.5745
3.2571,80.79198,264.2932
3.257,80.66432,263.8775
3.2574,80.57829,263.5973
3.2573,80.44948,263.1778
3.2574,80.36396,262.8992
3.2571,80.23533,262.4803
3.2573,80.14964,262.2012
3.2574,80.02101,261.7823
3.2574,79.93533,261.5032
3.2573,79.80674,261.0844
3.2575,79.72098,260.805
3.2576,79.59243,260.3864
3.2574,79.46385,259.9676
3.2576,79.37817,259.6885
3.2575,79.2495,259.2695
3.2575,79.16383,258.9904
3.2576,79.03521,258.5715
3.2579,78.94949,258.2923
3.2577,78.82096,257.8737
3.2579,78.73525,257.5945
3.2581,78.60667,257.1758
3.258,78.521,256.8967
3.2581,78.39213,256.477
3.2579,78.30663,256.1985
3.2578,78.17811,255.7798
3.2581,78.09239,255.5006
3.2581,77.96383,255.0818
3.2581,77.87817,254.8028
3.2581,77.74952,254.3837
3.258,77.66381,254.1045
3.258,77.53526,253.6857
3.2581,77.44959,253.4066
3.2583,77.32104,252.9878
3.2581,77.19248,252.5689
3.2581,77.10674,252.2896
3.2583,76.97844,251.8716
3.2583,76.89205,251.5901
3.2582,76.76355,251.1715
3.2584,76.67785,250.8923
3.2585,76.54926,250.4733
3.2583,76.46361,250.1943
3.2586,76.33506,249.7755
3.2585,76.24937,249.4963
3.2585,76.12074,249.0772
3.2586,76.03509,248.7981
3.2587,75.90659,248.3795
3.2585,75.82085,248.1002
3.2587,75.69236,247.6815
3.2588,75.60667,247.4024
3.2588,75.47813,246.9836
3.2588,75.3924,246.7043
3.2589,75.26392,246.2857
3.2587,75.17823,246.0065
3.2589,75.0497,245.5877
3.2589,74.96401,245.3085
3.2588,74.83548,244.8898
3.259,74.70696,244.471
3.2588,74.62127,244.1918
3.2589,74.49274,243.773
3.259,74.40707,243.4938
3.2592,74.2785,243.0749
3.2589,74.19291,242.796
3.259,74.06435,242.377
3.2592,73.97862,242.0976
3.2592,73.85015,241.679
3.2593,73.76444,241.3996
3.2595,73.63596,240.9809
3.2592,73.55029,240.7017
3.2595,73.42173,240.2827
3.2594,73.33611,240.0037
3.2594,73.2076,239.5849
3.2595,73.12193,239.3056
3.2595,72.99363,238.8875
3.2595,72.90775,238.6077
3.2595,72.77915,238.1886
3.2595,72.69362,237.9098
3.2595,72.56464,237.4895
3.2595,72.43614,237.0707
3.2597,72.35047,236.7915
3.2595,72.22198,236.3727
3.2596,72.13631,236.0936
3.2598,72.00781,235.6748
3.2597,71.92215,235.3956
3.2597,71.79344,234.9761
3.26,71.70804,234.6978
3.2597,71.57951,234.2789
3.2599,71.49384,233.9997
3.2599,71.36531,233.5808
3.2598,71.27969,233.3018
3.2598,71.15121,232.883
3.2601,71.06547,232.6036
3.26,70.93707,232.185
3.2599,70.85073,231.9036
3.2601,70.72293,231.4871
3.26,70.63724,231.2077
3.2601,70.50906,230.7899
3.2601,70.42272,230.5085
3.2601,70.2942,230.0895
3.2601,70.16576,229.6708
3.2603,70.08003,229.3913
3.2602,69.9516,228.9726
3.2601,69.86599,228.6935
3.2604,69.73748,228.2746
3.2603,69.65183,227.9954
3.2603,69.52341,227.5767
3.2605,69.43776,227.2975
3.2606,69.30925,226.8786
3.2605,69.22365,226.5995
3.2605,69.09493,226.1799
3.2606,69.00911,225.9001
3.2605,68.88061,225.4812
3.2607,68.79501,225.2021
3.2606,68.66654,224.7834
3.2607,68.58091,224.5042
3.2606,68.45245,224.0854
3.2606,68.36681,223.8062
3.2607,68.23831,223.3873
3.2608,68.15272,223.1083
3.2609,68.02406,222.6888
3.2608,67.93859,222.4102
3.2609,67.81018,221.9916
3.2608,67.68173,221.5728
3.2609,67.59605,221.2935
3.261,67.46765,220.8748
3.2611,67.38104,220.5924
3.2609,67.25272,220.174
3.2609,67.16708,219.8948
3.2611,67.0386,219.4758
3.2611,66.95301,219.1968
3.2611,66.82453,218.7778
3.2612,66.7389,218.4986
3.2611,66.6105,218.0799
3.2611,66.52419,217.7985
3.2612,66.39645,217.3819
3.2611,66.31082,217.1026
3.2615,66.18213,216.683
3.2613,66.09676,216.4046
3.2615,65.96833,215.9858
3.2614,65.88275,215.7067
3.2616,65.75423,215.2876
3.2615,65.66866,215.0086
3.2613,65.54023,214.5898
3.2617,65.4118,214.1709
3.2616,65.32619,213.8918
3.2614,65.19776,213.473
3.2614,65.1121,213.1936
3.2616,64.98334,212.7737
3.2615,64.89793,212.4952
3.2616,64.76922,212.0755
3.2616,64.68365,211.7964
3.2617,64.55518,211.3775
3.2616,64.46966,211.0986
3.2618,64.34119,210.6797
3.2619,64.25559,210.4005
3.262,64.12713,209.9816
3.2618,64.04157,209.7026
3.2621,63.91311,209.2837
3.262,63.8275,209.0045
3.2619,63.69892,208.5852
3.262,63.61348,208.3065
3.2621,63.48508,207.8878
3.262,63.39947,207.6086
3.262,63.27107,207.1898
3.2622,63.18546,206.9106
3.2618,63.0571,206.4919
3.2622,62.9287,206.0732
3.2621,62.84306,205.7938
3.2622,62.71465,205.375
3.2623,62.6291,205.0959
3.2621,62.5007,204.6771
3.2624,62.4151,204.3978
3.2623,62.28671,203.979
3.2622,62.20111,203.6998
3.2623,62.07271,203.281
3.2622,61.98707,203.0016
3.2623,61.85877,202.5831
3.2625,61.77309,202.3036
3.2623,61.64474,201.8849
3.2627,61.55915,201.6057
3.2626,61.43076,201.1869
3.2625,61.34512,200.9076
3.2626,61.21674,200.4888
3.2625,61.13115,200.2096
3.2626,61.00285,199.7911
3.2625,60.91722,199.5118
3.2625,60.78879,199.0928
3.2625,60.66045,198.6742
3.2627,60.57487,198.395
3.2628,60.44602,197.9747
3.2626,60.36039,197.6954
3.2628,60.2321,197.2769
3.2628,60.14652,196.9977
3.2628,60.01814,196.5789
3.263,59.93256,196.2998
3.2629,59.80397,195.8803
3.263,59.71865,195.6019
3.2629,59.59023,195.183
3.2629,59.50465,194.9039
3.2628,59.37624,194.485
3.263,59.29071,194.2059
3.2627,59.1623,193.787
3.2631,59.07655,193.5072
3.2629,58.9484,193.0892
3.2629,58.86282,192.81
3.263,58.7345,192.3913
3.263,58.64888,192.1119
3.2631,58.52052,191.6931
3.263,58.39216,191.2743
3.2632,58.30637,190.9944
3.2632,58.1763,190.57
3.2632,58.09133,190.2927
3.2632,57.96298,189.8739
3.2634,57.8774,189.5947
3.2634,57.74905,189.1759
3.2634,57.66353,188.8968
3.2632,57.53517,188.478
3.2634,57.4496,188.1988
3.2635,57.32121,187.7798
3.2636,57.23564,187.5006
3.2634,57.10733,187.082
3.2634,57.02177,186.8028
3.2636,56.89338,186.3838
3.2634,56.80593,186.0985
3.2635,56.67904,185.6844
3.2636,56.59352,185.4054
3.2636,56.46518,184.9866
3.2637,56.37962,184.7074
3.2636,56.25123,184.2885
3.2638,56.16571,184.0094
3.2636,56.03742,183.5908
3.2639,55.90839,183.1698
3.2638,55.82348,182.8927
3.2637,55.69506,182.4737
3.2638,55.60959,182.1948
3.264,55.48125,181.776
3.2637,55.39574,181.497
3.2639,55.26737,181.0781
3.2639,55.18181,180.7989
3.2637,55.05348,180.3802
3.2637,54.96788,180.1008
3.2641,54.8396,179.6822
3.2639,54.754,179.4029
3.2643,54.62568,178.9841
3.2641,54.54022,178.7052
3.264,54.41185,178.2863
3.264,54.32625,178.0069
3.2641,54.19798,177.5882
3.2642,54.11243,177.309
3.264,53.9841,176.8902
3.2642,53.89856,176.611
3.2642,53.77024,176.1922
3.2642,53.64187,175.7732
3.2642,53.55633,175.494
3.2643,53.42806,175.0753
3.2644,53.34251,174.7961
3.2646,53.21416,174.3772
3.2643,53.12866,174.0981
3.2646,53.00031,173.6791
3.2643,52.91476,173.3999
3.2645,52.7865,172.9813
3.2644,52.70092,172.7019
3.2646,52.57261,172.2831
3.2646,52.48707,172.0039
3.2646,52.3588,171.5853
3.2646,52.27327,171.3061
3.2645,52.14496,170.8873
3.2646,52.05938,170.608
3.2646,51.93065,170.1878
3.2644,51.84516,169.9087
3.2646,51.71685,169.49
3.2648,51.63128,169.2106
3.2648,51.50293,168.7917
3.2648,51.37468,168.3731
3.2648,51.28915,168.0939
3.265,51.16089,167.6753
3.2646,51.07536,167.3961
3.2648,50.94707,166.9773
3.2648,50.86158,166.6983
3.2648,50.73325,166.2794
3.2648,50.64768,166.0001
3.265,50.51947,165.5816
3.265,50.4339,165.3023
3.2651,50.30561,164.8835
3.265,50.22004,164.6041
3.2651,50.0918,164.1855
3.2651,50.00636,163.9066
3.265,49.87798,163.4875
3.2654,49.79237,163.208
3.265,49.66417,162.7894
3.2654,49.57861,162.5101
3.2653,49.45037,162.0914
3.2651,49.36481,161.812
3.2652,49.23657,161.3933
3.2651,49.15105,161.1141
3.2652,49.02272,160.6951
3.2652,48.89441,160.2762
3.2651,48.80893,159.9971
3.2652,48.68065,159.5783
3.2652,48.59514,159.2991
3.2652,48.46686,158.8802
3.2652,48.38139,158.6012
3.2652,48.25316,158.1825
3.2655,48.16653,157.8997
3.2652,48.03933,157.4844
3.2653,47.95407,157.206
3.2657,47.82584,156.7873
3.2656,47.74003,156.5072
3.2654,47.61172,156.0882
3.2656,47.52625,155.8092
3.2657,47.39803,155.3905
3.2657,47.31248,155.1112
3.2658,47.18422,154.6924
3.2658,47.09866,154.4131
3.2658,46.96886,153.9893
3.2657,46.88485,153.715
3.2659,46.75668,153.2965
3.266,46.62842,152.8777
3.2656,46.54291,152.5986
3.2658,46.41465,152.1798
3.2656,46.32911,151.9005
3.2657,46.20085,151.4817
3.2658,46.11535,151.2025
3.2658,45.98714,150.7839
3.2658,45.90163,150.5047
3.2662,45.77338,150.086
3.2661,45.68784,149.8066
3.2657,45.55963,149.388
3.2658,45.47413,149.1088
3.2659,45.34588,148.69
3.2662,45.26038,148.4108
3.266,45.13209,147.9919
3.266,45.04668,147.713
3.2662,44.91839,147.294
3.266,44.83293,147.015
3.266,44.7046,146.5959
3.266,44.61915,146.3168
3.2662,44.49086,145.8978
3.2661,44.36266,145.4791
3.2662,44.27717,145.1999
3.2664,44.14787,144.7776
3.2665,44.0634,144.5017
3.2664,43.9352,144.083
3.2664,43.84975,143.804
3.2663,43.72143,143.3849
3.2665,43.63599,143.1058
3.2664,43.50775,142.687
3.2667,43.42222,142.4076
3.2665,43.29377,141.9881
3.2663,43.20854,141.7098
3.2665,43.08027,141.2908
3.2662,42.99482,141.0118
3.2664,42.86651,140.5927
3.2664,42.78111,140.3138
3.2664,42.65284,139.8948
3.2664,42.56739,139.6158
3.2667,42.43917,139.197
3.2667,42.35368,138.9178
3.2667,42.2255,138.4991
3.2667,42.13998,138.2198
3.2667,42.01175,137.8011
3.2667,41.88353,137.3823
3.2668,41.79805,137.1031
3.2669,41.66983,136.6843
3.2667,41.58431,136.405
3.2668,41.45605,135.9861
3.2668,41.3707,135.7074
3.2667,41.24244,135.2885
3.2668,41.15696,135.0093
3.2669,41.02874,134.5905
3.2668,40.94326,134.3113
3.2671,40.81496,133.8923
3.2672,40.72953,133.6132
3.2667,40.60136,133.1946
3.2669,40.51585,132.9153
3.267,40.38696,132.4943
3.2669,40.30212,132.2172
3.2671,40.17404,131.7988
3.2671,40.08857,131.5196
3.2669,39.96024,131.1004
3.2672,39.87481,130.8214
3.2671,39.74661,130.4025
3.2671,39.61844,129.9839
3.2672,39.53297,129.7047
3.2672,39.40473,129.2857
3.2672,39.3193,129.0066
3.2671,39.19114,128.5879
3.2672,39.10371,128.3023
3.2672,38.97461,127.8805
3.2674,38.88983,127.6035
3.2672,38.76168,127.1848
3.2673,38.67617,126.9055
3.2674,38.54797,126.4867
3.2675,38.46242,126.2072
3.2672,38.33431,125.7887
3.2674,38.24885,125.5094
3.2673,38.12062,125.0905
3.2676,38.03413,124.8079
3.2675,37.90701,124.3926
3.2676,37.8215,124.1133
3.2677,37.69336,123.6946
3.2675,37.60785,123.4153
3.2676,37.47966,122.9965
3.2674,37.39425,122.7175
3.2676,37.26606,122.2987
3.2676,37.13792,121.88
3.2678,37.05246,121.6008
3.2679,36.92423,121.1819
3.2676,36.83878,120.9027
3.2676,36.71055,120.4838
3.2678,36.6251,120.2046
3.2676,36.49696,119.786
3.2677,36.41151,119.5068
3.2677,36.28329,119.0879
3.2678,36.19783,118.8087
3.2677,36.0697,118.3901
3.268,35.98425,118.1109
3.2677,35.85458,117.6872
3.2681,35.77054,117.4127
3.2681,35.64237,116.9939
3.268,35.55658,116.7136
3.2679,35.42831,116.2945
3.2679,35.34291,116.0155
3.2681,35.21478,115.5968
3.2681,35.12933,115.3176
3.268,35.00116,114.8988
3.2679,34.87299,114.48
3.2681,34.78755,114.2008
3.2683,34.65938,113.782
3.268,34.57389,113.5026
3.2681,34.44487,113.081
3.2682,34.35947,112.8019
3.2681,34.23131,112.3831
3.2681,34.14591,112.104
3.2682,34.01775,111.6852
3.2685,33.93222,111.4057
3.2681,33.8041,110.987
3.2685,33.71862,110.7076
3.2685,33.59046,110.2888
3.2685,33.50507,110.0097
3.2686,33.37687,109.5908
3.2682,33.29143,109.3116
3.2683,33.16332,108.8929
3.2685,33.07788,108.6137
3.2683,32.94976,108.195
3.2686,32.86399,107.9147
3.2685,32.73613,107.4969
3.2683,32.60798,107.0781
3.2685,32.52255,106.7989
3.2688,32.39418,106.3794
3.2686,32.30828,106.0987
3.2686,32.18103,105.6828
3.2689,32.09496,105.4015
3.2686,31.96682,104.9827
3.2686,31.88139,104.7036
3.2686,31.75324,104.2848
3.2687,31.66781,104.0056
3.2688,31.53967,103.5868
3.2686,31.4542,103.3075
3.2686,31.3261,102.8889
3.2685,31.24063,102.6096
3.2689,31.11249,102.1908
3.2688,31.02711,101.9118
3.2688,30.89897,101.493
3.2688,30.81354,101.2138
3.269,30.68536,100.7949
3.2688,30.60015,100.5164
3.2687,30.47185,100.0971
3.2689,30.38643,99.81792
3.2687,30.25825,99.399
3.269,30.13012,98.98023
3.269,30.0447,98.70104
3.2691,29.91657,98.28226
3.2691,29.83115,98.00305
3.2692,29.70306,97.58437
3.2688,29.61764,97.30518
3.269,29.48956,96.88649
3.2692,29.4041,96.60713
3.2692,29.27507,96.18538
3.2691,29.18966,95.90617
3.2693,29.06157,95.48747
3.2691,28.97611,95.20812
3.2691,28.84803,94.78943
3.2693,28.76236,94.50937
3.2693,28.6345,94.09138
3.2695,28.54908,93.81216
3.2693,28.42097,93.39334
3.2693,28.33555,93.11413
3.2692,28.20748,92.69545
3.2694,28.12198,92.41596
3.2692,27.99391,91.99729
3.2692,27.86575,91.57834
3.2695,27.78038,91.29928
3.2693,27.65223,90.88033
3.2692,27.56686,90.60127
3.2693,27.43875,90.18247
3.2695,27.35329,89.90313
3.2694,27.22523,89.48447
3.2694,27.13982,89.20528
3.2696,27.01171,88.78648
3.2696,26.92626,88.50715
3.2696,26.7982,88.0885
3.2697,26.71275,87.80917
3.2696,26.58464,87.3904
3.2695,26.49928,87.11134
3.2697,26.37113,86.69243
3.2697,26.28573,86.41325
3.2695,26.15763,85.99448
3.2696,26.07223,85.71529
3.2699,25.94417,85.29667
3.2699,25.85872,85.01735
3.2697,25.73067,84.59873
3.2699,25.60261,84.1801
3.2697,25.51721,83.90093
3.2697,25.38903,83.48189
3.2697,25.30367,83.20285
3.27,25.17587,82.78506
3.27,25.09018,82.50488
3.2698,24.96208,82.08611
3.2699,24.87669,81.80694
3.2698,24.74859,81.38815
3.2699,24.66316,81.10883
3.2702,24.53511,80.69018
3.2701,24.44968,80.41084
3.2699,24.32159,79.99206
3.2705,24.23624,79.71298
3.27,24.10815,79.29417
3.27,24.02272,79.01483
3.27,23.89463,78.59601
3.27,23.80924,78.31679
3.2702,23.68056,77.896
3.2702,23.59577,77.61874
3.2701,23.46743,77.19907
3.2702,23.38238,76.92097
3.2705,23.25422,76.50186
3.2702,23.12622,76.08332
3.2704,23.04079,75.80396
3.2705,22.91271,75.38514
3.2703,22.82737,75.10607
3.2705,22.69925,74.68713
3.2702,22.61383,74.40778
3.2704,22.48579,73.98911
3.2703,22.40045,73.71005
3.2707,22.27234,73.29112
3.2706,22.18695,73.01192
3.2704,22.05888,72.59312
3.2704,21.9735,72.31393
3.2707,21.84539,71.895
3.2706,21.76014,71.61623
3.2709,21.63194,71.19701
3.2707,21.54656,70.91783
3.2707,21.41849,70.49905
3.2709,21.33316,70.22
3.2707,21.20505,69.80109
3.2707,21.11972,69.52204
3.2706,20.99157,69.103
3.2709,20.86359,68.68451
3.2711,20.7783,68.40561
3.2709,20.65016,67.98657
3.2707,20.56474,67.70726
3.2709,20.43656,67.28809
3.2706,20.35132,67.00932
3.2708,20.2233,66.5907
3.2708,20.13793,66.31152
3.2709,20.00988,65.89274
3.271,19.92451,65.61354
3.271,19.79645,65.19473
3.271,19.71104,64.9154
3.2711,19.58299,64.49661
3.271,19.49767,64.21755
3.2709,19.36962,63.79874
3.2713,19.28421,63.51939
3.2711,19.1562,63.1007
3.2711,19.07084,62.8215
3.2711,18.94284,62.40281
3.2714,18.85739,62.12331
3.2711,18.7294,61.70463
3.2711,18.64408,61.42556
3.2712,18.516,61.0066
3.2714,18.38791,60.58764
3.2715,18.30255,60.30843
3.2718,18.17456,59.88975
3.2713,18.08911,59.61026
3.2714,17.96112,59.1916
3.2718,17.87581,58.91254
3.2715,17.74773,58.49361
3.2716,17.66242,58.21455
3.2716,17.53439,57.79577
3.2717,17.44904,57.51659
3.272,17.32101,57.09782
3.2717,17.23566,56.81863
